name,address,phone,url,category
"Fysioterapimottagningen Finspång, Rehab Finspång","Vårdcentrum Finspång, Brinells väg 9, Finspång","010-105 93 04","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-Finspang-Rehab-Finspang/","specialist"
"Neurorehabmottagningen, Rehab Finspång","Vårdcentrum Finspång, Brinells väg 9, Finspång","010-105 93 04","https://www.1177.se/hitta-vard/kontaktkort/Neurorehabmottagningen-Rehab-Finspang/","specialist"
"Diabetesmottagning specialist, Närvårdskliniken Finspång","Vårdcentrum Finspång, Brinells väg 9, Finspång","010-105 92 61","https://www.1177.se/hitta-vard/kontaktkort/Diabetesmottagning-specialist-Narvardskliniken-Finspang/","specialist"
"Arbetsterapimottagningen, Rehab Finspång","Vårdcentrum Finspång, Brinells väg 9, Finspång","010-105 93 04","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapimottagningen-Rehab-Finspang/","specialist"
"ForMotion Ortopedteknik Norrköping","Koppargatan 3, 60223 NORRKÖPING","010-451 33 00","https://www.1177.se/hitta-vard/kontaktkort/ForMotion-Ortopedteknik-Norrkoping/","specialist"
"Fysioterapimottagningen Årjäng","Storgatan 35, Årjäng","010-831 49 32","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-Arjang/","specialist"
"Psykiatrisk mottagning Säffle","Psykiatrisk mottagning, Sundsgatan 1, 661 81 Säffle","010-838 13 01","https://www.1177.se/hitta-vard/kontaktkort/Psykiatrisk-mottagning-Saffle/","specialist"
"Öron- näs- och halsmottagningen Säffle","Vårdcentralen, Sundsgatan 1, Säffle","010-831 54 00","https://www.1177.se/hitta-vard/kontaktkort/Oron-nas-och-halsmottagningen-Saffle/","specialist"
"Logopedmottagningen Säffle","Sundsgatan 1, Säffle","010-831 95 60","https://www.1177.se/hitta-vard/kontaktkort/Logopedmottagningen-Saffle/","specialist"
"Hudsjukvårdens behandlingsmottagning Säffle","Sundsgatan 1, Säffle","010-838 11 98","https://www.1177.se/hitta-vard/kontaktkort/Hudsjukvardens-behandlingsmottagning-Saffle/","specialist"
"Fysioterapimottagningen Säffle","Sundsgatan 1B, Säffle","010-838 12 15","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-Saffle/","specialist"
"Arbetsterapin Vikbolandet, Rehab öst","Vårdcentralen Vikbolandet, Bygdevägen 13, Vikbolandet","010-105 90 10","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapin-Vikbolandet-Rehab-ost/","specialist"
"Fysioterapimottagningen Vikbolandet, Rehab öst","Vårdcentralen Vikbolandet, Bygdevägen 13, Vikbolandet","010-105 90 10","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-Vikbolandet-Rehab-ost/","specialist"
"Aleris BUP Norrköping, Aleris Psykiatri","Slottsgatan 69 (våning 3), Norrköping","010-173 17 40","https://www.1177.se/hitta-vard/kontaktkort/Aleris-BUP-Norrkoping-Aleris-Psykiatri/","specialist"
"Enheten arbetsterapi och psykosocialt stöd, Rehab öst","Slottsgatan 116, vån 6, Norrköping","010-105 90 10","https://www.1177.se/hitta-vard/kontaktkort/Enheten-arbetsterapi-och-psykosocialt-stod-Rehab-ost/","specialist"
"Fysioterapimottagningen Norrköping, Rehab öst","Slottsgatan 116, vån 6, Norrköping","010-105 90 10","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-Norrkoping-Rehab-ost/","specialist"
"Logopedmottagning, Rehab öst","Slottsgatan 116, vån 6, Norrköping","010-105 90 10","https://www.1177.se/hitta-vard/kontaktkort/Logopedmottagning-Rehab-ost/","specialist"
"Fovea Ögonklinik, Norrköping","Slottsgatan 116, Norrköping","010-105 94 97","https://www.1177.se/hitta-vard/kontaktkort/Fovea-Ogonklinik-Norrkoping/","specialist"
"Öppenvårdmottagningen Norrköping, Psykiatripartners Vuxna","Vikboplan 7, Norrköping","010-205 01 00","https://www.1177.se/hitta-vard/kontaktkort/Oppenvardmottagningen-Norrkoping-Psykiatripartners-Vuxna/","specialist"
"Samtalsmottagningen Norrköping, Psykiatripartners Samtalsbehandling","Vikboplan 7, Norrköping","010-205 01 55","https://www.1177.se/hitta-vard/kontaktkort/Samtalsmottagningen-Norrkoping-Psykiatripartners-Samtalsbehandling/","specialist"
"Moa-mottagningen, Psykiatriska kliniken i Norrköping","Repslagaregatan 15, Norrköping","010-104 00 05","https://www.1177.se/hitta-vard/kontaktkort/Moa-mottagningen-Psykiatriska-kliniken-i-Norrkoping/","specialist"
"ISTDP Psykologbyrå Norrköping, Norrköping","Kristinagatan 26 C, Norrköping","070-047 04 29","https://www.1177.se/hitta-vard/kontaktkort/ISTDP-Psykologbyra-Norrkoping-Norrkoping/","specialist"
"Psykiatriska mottagningen Spiran, Psykiatriska kliniken i Norrköping","Spiran, Prästgatan 12B, Norrköping","010-105 99 34","https://www.1177.se/hitta-vard/kontaktkort/Psykiatriska-mottagningen-Spiran-Psykiatriska-kliniken-i-Norrkoping/","specialist"
"Motions- och idrottsskadeenheten Norrköping, Rehab öst","Ektorpsgatan 1, Norrköping","010-105 94 00","https://www.1177.se/hitta-vard/kontaktkort/Motions-och-idrottsskadeenheten-Norrkoping-Rehab-ost/","specialist"
"Barn- och ungdomspsykiatriska kliniken ViN, Norrköping","Gamla Lasarettsgatan 18, Norrköping","010-105 93 52","https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-kliniken-ViN-Norrkoping/","specialist"
"Spädbarnsenheten Norrköping, Barn- och ungdomspsykiatriska kliniken ViN","Södra Torget 2, Norrköping","010-104 06 78","https://www.1177.se/hitta-vard/kontaktkort/Spadbarnsenheten-Norrkoping-Barn-och-ungdomspsykiatriska-kliniken-ViN/","specialist"
"Norrköpings Ögonklinik","Urbergsgatan 90, Norrköping","011-442 22 00","https://www.1177.se/hitta-vard/kontaktkort/Norrkopings-Ogonklinik/","specialist"
"Behandlingsmottagningen hud Norrköping, Hudkliniken","Vrinnevisjukhuset, Uppgång D 1 tr, Norrköping","010-105 93 80","https://www.1177.se/hitta-vard/kontaktkort/Behandlingsmottagningen-hud-Norrkoping-Hudkliniken/","specialist"
"Kirurgiska kliniken ViN, Norrköping","Vrinnevisjukhuset, Norrköping","010-103 00 00","https://www.1177.se/hitta-vard/kontaktkort/Kirurgiska-kliniken-ViN-Norrkoping/","specialist"
"Rehabenheten, Ortopediska kliniken ViN","Vrinnevisjukhuset, Uppgång E, Entréplan, Norrköping","010-104 36 36","https://www.1177.se/hitta-vard/kontaktkort/Rehabenheten-Ortopediska-kliniken-ViN/","specialist"
"Ortopedmottagning, Ortopediska kliniken ViN","Vrinnevisjukhuset, Uppgång D, Entréplan, Norrköping","010-105 90 50","https://www.1177.se/hitta-vard/kontaktkort/Ortopedmottagning-Ortopediska-kliniken-ViN/","specialist"
"STI-mottagningen Norrköping, Hudkliniken","Vrinnevisjukhuset, Uppgång D 1 tr, Norrköping","010-105 93 80","https://www.1177.se/hitta-vard/kontaktkort/STI-mottagningen-Norrkoping-Hudkliniken/","specialist"
"Hudmottagningen ViN, Hudkliniken","Vrinnevisjukhuset, Uppgång D 1 tr, Norrköping","010-105 93 80","https://www.1177.se/hitta-vard/kontaktkort/Hudmottagningen-ViN-Hudkliniken/","specialist"
"Rehabenheten ViN, Reumatologiska kliniken","Vrinnevisjukhuset, Blå porten Uppg E, Norrköping","010-104 32 57","https://www.1177.se/hitta-vard/kontaktkort/Rehabenheten-ViN-Reumatologiska-kliniken/","specialist"
"Ortopedavdelning 9, Ortopediska kliniken ViN","Vrinnevisjukhuset, Uppgång D, Plan 2, Norrköping","010-104 31 09","https://www.1177.se/hitta-vard/kontaktkort/Ortopedavdelning-9-Ortopediska-kliniken-ViN/","specialist"
"Avdelning 12 ViN, Urologiska kliniken","Vrinnevisjukhuset, Norrköping","010-104 31 12","https://www.1177.se/hitta-vard/kontaktkort/Avdelning-12-ViN-Urologiska-kliniken/","specialist"
"Ortopediska kliniken ViN, Norrköping","","010-105 90 50","https://www.1177.se/hitta-vard/kontaktkort/Ortopediska-kliniken-ViN-Norrkoping/","specialist"
"Avdelning 10 kir ViN, Kirurgiska kliniken ViN","Vrinnevisjukhuset, Målpunkt B Plan 2, Norrköping","010-104 31 12","https://www.1177.se/hitta-vard/kontaktkort/Avdelning-10-kir-ViN-Kirurgiska-kliniken-ViN/","specialist"
"Kirurgmottagning, Kirurgiska kliniken ViN","Vrinnevisjukhuset, Målpunkt D Plan 2, Norrköping","010-105 93 70","https://www.1177.se/hitta-vard/kontaktkort/Kirurgmottagning-Kirurgiska-kliniken-ViN/","specialist"
"Kir mott ViN stomi, Kirurgiska kliniken ViN","Vrinnevisjukhuset, Målpunkt D Plan 2, Norrköping","010-105 93 60","https://www.1177.se/hitta-vard/kontaktkort/Kir-mott-ViN-stomi-Kirurgiska-kliniken-ViN/","specialist"
"Matstrupslab, Kirurgiska kliniken ViN","Vrinnevisjukhuset, Målpunkt D Plan 2, Norrköping","010-105 93 75","https://www.1177.se/hitta-vard/kontaktkort/Matstrupslab-Kirurgiska-kliniken-ViN/","specialist"
"Kirurgmottagning ViN obesitas, Kirurgiska kliniken ViN","Vrinnevisjukhuset, Målpunkt D Plan 2, Norrköping","010-105 93 65","https://www.1177.se/hitta-vard/kontaktkort/Kirurgmottagning-ViN-obesitas-Kirurgiska-kliniken-ViN/","specialist"
"Hjärtmottagningen VIN, Kardiologiska kliniken ViN","Vrinnevisjukhuset, Norrköping","010-105 93 95","https://www.1177.se/hitta-vard/kontaktkort/Hjartmottagningen-VIN-Kardiologiska-kliniken-ViN/","specialist"
"Kardiologiska kliniken ViN, Norrköping","Vrinnevisjukhuset, Norrköping","010-105 93 95","https://www.1177.se/hitta-vard/kontaktkort/Kardiologiska-kliniken-ViN-Norrkoping/","specialist"
"Hjärtavdelningen VIN II, Kardiologiska kliniken ViN","Vrinnevisjukhuset, Norrköping","010-104 35 01","https://www.1177.se/hitta-vard/kontaktkort/Hjartavdelningen-VIN-II-Kardiologiska-kliniken-ViN/","specialist"
"Enheten för ECT, Psykiatriska kliniken i Norrköping","Vrinnevisjukhuset, Norrköping","010-103 00 00","https://www.1177.se/hitta-vard/kontaktkort/Enheten-for-ECT-Psykiatriska-kliniken-i-Norrkoping/","specialist"
"Psykiatri- och beroendejouren, Psykiatriska kliniken i Norrköping","Vrinnevisjukhuset, Norrköping","010-104 22 52","https://www.1177.se/hitta-vard/kontaktkort/Psykiatri-och-beroendejouren-Psykiatriska-kliniken-i-Norrkoping/","specialist"
"PIVA, Psykiatriska kliniken i Norrköping","Vrinnevisjukhuset, Norrköping","010-104 22 74","https://www.1177.se/hitta-vard/kontaktkort/PIVA-Psykiatriska-kliniken-i-Norrkoping/","specialist"
"Beroendemottagning, Psykiatriska kliniken i Norrköping","Vrinnevisjukhuset, Norrköping","010-105 96 22","https://www.1177.se/hitta-vard/kontaktkort/Beroendemottagning-Psykiatriska-kliniken-i-Norrkoping/","specialist"
"Psykiatriska kliniken i Norrköping","Vrinnevisjukhuset, Norrköping","010-103 00 00","https://www.1177.se/hitta-vard/kontaktkort/Psykiatriska-kliniken-i-Norrkoping/","specialist"
"Sprututbytesmottagningen, Infektionskliniken, Region Östergötland","Vrinnevisjukhuset, egen entré i hus 59, Norrköping","010-104 46 50","https://www.1177.se/hitta-vard/kontaktkort/Sprututbytesmottagningen-Infektionskliniken-Region-Ostergotland/","specialist"
"Kärlkirurgimottagningen Norrköping, Thorax-Kärlkliniken US","Vrinnevisjukhuset, Norrköping","010-104 31 13","https://www.1177.se/hitta-vard/kontaktkort/Karlkirurgimottagningen-Norrkoping-Thorax-Karlkliniken-US/","specialist"
"Medicinmottagningen stroke, Medicinkliniken ViN","Vrinnevisjukhuset, Plan 1, Målpunkt A, Norrköping","010-105 90 60","https://www.1177.se/hitta-vard/kontaktkort/Medicinmottagningen-stroke-Medicinkliniken-ViN/","specialist"
"Njurmottagning, Medicinkliniken ViN","Vrinnevisjukhuset, Plan 1 uppgång E, Norrköping","010-105 90 70","https://www.1177.se/hitta-vard/kontaktkort/Njurmottagning-Medicinkliniken-ViN/","specialist"
"Njurmedicinsk enhet, Medicinkliniken ViN","Vrinnevisjukhuset, Plan 1 uppgång E, Norrköping","010-104 52 20","https://www.1177.se/hitta-vard/kontaktkort/Njurmedicinsk-enhet-Medicinkliniken-ViN/","specialist"
"Njurstensenheten ViN, Urologiska kliniken","Vrinnevisjukhuset, Norrköping","010-105 97 10","https://www.1177.se/hitta-vard/kontaktkort/Njurstensenheten-ViN-Urologiska-kliniken/","specialist"
"Barntraumateam, Barn- och ungdomspsykiatriska kliniken ViN","Vrinnevisjukhuset, Ingång 14, Norrköping","010-105 93 52","https://www.1177.se/hitta-vard/kontaktkort/Barntraumateam-Barn-och-ungdomspsykiatriska-kliniken-ViN/","specialist"
"Urologiska mottagningen ViN, Urologiska kliniken","Vrinnevisjukhuset, Norrköping","010-105 97 10","https://www.1177.se/hitta-vard/kontaktkort/Urologiska-mottagningen-ViN-Urologiska-kliniken/","specialist"
"Medicinmottagningen endokrin, Medicinkliniken ViN","Vrinnevisjukhuset, Plan 1, Målpunkt A, Norrköping","010-105 90 60","https://www.1177.se/hitta-vard/kontaktkort/Medicinmottagningen-endokrin-Medicinkliniken-ViN/","specialist"
"Dietistmottagningen medicin, Medicinkliniken ViN","Vrinnevisjukhuset, Målpunkt A, plan 1, Norrköping","010-105 90 55","https://www.1177.se/hitta-vard/kontaktkort/Dietistmottagningen-medicin-Medicinkliniken-ViN/","specialist"
"Endoskopienheten, Dagkirurgin Norrköping","Vrinnevisjukhuset, Uppgång F, plan 1, Norrköping","010-105 92 68","https://www.1177.se/hitta-vard/kontaktkort/Endoskopienheten-Dagkirurgin-Norrkoping/","specialist"
"Dagkirurgin Norrköping","Vrinnevisjukhuset, Norrköping","010-103 00 00","https://www.1177.se/hitta-vard/kontaktkort/Dagkirurgin-Norrkoping/","specialist"
"Diabetesmottagningen, Medicinkliniken ViN","Vrinnevisjukhuset, Målpunkt A, plan 1, Norrköping","010-105 90 75","https://www.1177.se/hitta-vard/kontaktkort/Diabetesmottagningen-Medicinkliniken-ViN/","specialist"
"Infektionsmottagningen ViN, Infektionskliniken","Vrinnevisjukhuset, Norrköping","010-105 93 87","https://www.1177.se/hitta-vard/kontaktkort/Infektionsmottagningen-ViN-Infektionskliniken/","specialist"
"Avdelning 20 ViN, Infektionskliniken","Vrinnevisjukhuset, Norrköping","010-104 31 20","https://www.1177.se/hitta-vard/kontaktkort/Avdelning-20-ViN-Infektionskliniken/","specialist"
"Rehab slutenvård, Rehab öst","Vrinnevisjukhuset, Norrköping","010-105 93 35","https://www.1177.se/hitta-vard/kontaktkort/Rehab-slutenvard-Rehab-ost/","specialist"
"Neurorehab, Rehab öst","Vrinnevisjukhuset, Entréplan, Uppgång D, Norrköping","010-105 93 35","https://www.1177.se/hitta-vard/kontaktkort/Neurorehab-Rehab-ost/","specialist"
"Urodynamisk utredningsenhet ViN, Urologiska kliniken","Vrinnevisjukhuset, Norrköping","010-105 97 10","https://www.1177.se/hitta-vard/kontaktkort/Urodynamisk-utredningsenhet-ViN-Urologiska-kliniken/","specialist"
"Habiliteringen Norrköping, Habiliteringen","Vrinnevisjukhuset, hus 43, ingång 3D, plan 0, Norrköping","010-105 99 06","https://www.1177.se/hitta-vard/kontaktkort/Habiliteringen-Norrkoping-Habiliteringen/","specialist"
"Prehospital akutpsykiatri Norrköping, Psykiatriska kliniken i Norrköping","Vrinnevisjukhuset, Norrköping","010-104 22 52","https://www.1177.se/hitta-vard/kontaktkort/Prehospital-akutpsykiatri-Norrkoping-Psykiatriska-kliniken-i-Norrkoping/","specialist"
"Gynekologiska mottagningen Norrköping, Kvinnokliniken ViN","Vrinnevisjukhuset, Norrköping","010-105 97 47","https://www.1177.se/hitta-vard/kontaktkort/Gynekologiska-mottagningen-Norrkoping-Kvinnokliniken-ViN/","specialist"
"Gynekologiska mottagningen dysplasi, Kvinnokliniken ViN","Vrinnevisjukhuset, Norrköping","010-105 97 47","https://www.1177.se/hitta-vard/kontaktkort/Gynekologiska-mottagningen-dysplasi-Kvinnokliniken-ViN/","specialist"
"CPAP-mottagningen ViN, Öron- näs- och halskliniken","Vrinnevisjukhuset, Uppgång G entréplan, Norrköping","010-104 32 68","https://www.1177.se/hitta-vard/kontaktkort/CPAP-mottagningen-ViN-Oron-nas-och-halskliniken/","specialist"
"Allergimott ViN, Öron- näs- och halskliniken","Vrinnevisjukhuset, Uppgång G Entréplan, Norrköping","010-105 94 20","https://www.1177.se/hitta-vard/kontaktkort/Allergimott-ViN-Oron-nas-och-halskliniken/","specialist"
"Öron- näs- och halsmottagningen ViN, Öron- näs- och halskliniken","Vrinnevisjukhuset, Uppgång G Entréplan, Norrköping","010-105 94 20","https://www.1177.se/hitta-vard/kontaktkort/Oron-nas-och-halsmottagningen-ViN-Oron-nas-och-halskliniken/","specialist"
"Logopedimottagningen Vrinnevisjukhuset, Öron- näs- och halskliniken","Vrinnevisjukhuset, Ingång 9 Tegelporten, plan 10, Norrköping","010-105 99 57","https://www.1177.se/hitta-vard/kontaktkort/Logopedimottagningen-Vrinnevisjukhuset-Oron-nas-och-halskliniken/","specialist"
"Operation öron- näsa och hals ViN, Öron- näs- och halskliniken","Vrinnevisjukhuset, Norrköping","010-105 94 20","https://www.1177.se/hitta-vard/kontaktkort/Operation-oron-nasa-och-hals-ViN-Oron-nas-och-halskliniken/","specialist"
"Hörselvården ViN, Öron- näs- och halskliniken","Vrinnevisjukhuset, Ingång 9 Tegelporten, entréplan, Norrköping","010-105 99 60","https://www.1177.se/hitta-vard/kontaktkort/Horselvarden-ViN-Oron-nas-och-halskliniken/","specialist"
"Arbetsterapin Söderköping, Rehab öst","Rehab Öst, Östra Rydsvägen 16A, Söderköping","010-105 90 10","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapin-Soderkoping-Rehab-ost/","specialist"
"Fysioterapimottagningen Söderköping, Rehab öst","Rehab Öst, Östra Rydsvägen 16A, Söderköping","010-105 90 10","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-Soderkoping-Rehab-ost/","specialist"
"Medpro Clinic Rehab Åmål","Södra Långgatan 3B, 662 30, Åmål","0532-70 94 00","https://www.1177.se/hitta-vard/kontaktkort/Medpro-Clinic-Rehab-Amal/","specialist"
"Fysioterapimottagningen VC Ljungsbro, Rörelse och Hälsa","Vårdcentralen Ljungsbro, Evastigen 9, Ljungsbro","010-105 97 01","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-VC-Ljungsbro-Rorelse-och-Halsa/","specialist"
"Strokemottagning, Medicinska specialistkliniken","Lasarettet, A-huset, Plan 10, Motala","010-105 95 88","https://www.1177.se/hitta-vard/kontaktkort/Strokemottagning-Medicinska-specialistkliniken/","specialist"
"Avdelning 11 palliativ vård, Närvårdskliniken Västra","Lasarettet, A-huset, Plan 13, Motala","010-104 74 55","https://www.1177.se/hitta-vard/kontaktkort/Avdelning-11-palliativ-vard-Narvardskliniken-Vastra/","specialist"
"Endokrinmottagning, Medicinska specialistkliniken","Lasarettet, A-huset, Entréplanet (Plan 10), Motala","010-105 95 89","https://www.1177.se/hitta-vard/kontaktkort/Endokrinmottagning-Medicinska-specialistkliniken/","specialist"
"Diabetes och blodtrycksmottagning, Medicinska specialistkliniken","Lasarettet, A-huset, Entréplanet (Plan 10), Motala","010-105 95 81","https://www.1177.se/hitta-vard/kontaktkort/Diabetes-och-blodtrycksmottagning-Medicinska-specialistkliniken/","specialist"
"Dialysenheten LiM, Njurmedicinska kliniken US","Lasarettet, Motala","010-104 73 52","https://www.1177.se/hitta-vard/kontaktkort/Dialysenheten-LiM-Njurmedicinska-kliniken-US/","specialist"
"STI-mottagningen Motala, Hudkliniken","Lasarettet, Lasarettsgatan 37, Motala","010-104 78 50","https://www.1177.se/hitta-vard/kontaktkort/STI-mottagningen-Motala-Hudkliniken/","specialist"
"Ögonmottagningen Motala, Ögonkliniken","Lasarettet, Hus A plan 14, Motala","010-105 96 15","https://www.1177.se/hitta-vard/kontaktkort/Ogonmottagningen-Motala-Ogonkliniken/","specialist"
"Lungmottagning, Medicinska specialistkliniken","Lasarettet, A-huset, Plan 10, Motala","010-105 95 85","https://www.1177.se/hitta-vard/kontaktkort/Lungmottagning-Medicinska-specialistkliniken/","specialist"
"Dietistmottagning, Medicinska specialistkliniken","Lasarettet, A-huset, Entréplanet (Plan 10), Motala","010-105 95 80","https://www.1177.se/hitta-vard/kontaktkort/Dietistmottagning-Medicinska-specialistkliniken/","specialist"
"Psykiatriska kliniken i Motala-Mjölby, Motala","Lasarettet, Motala","010-105 98 84","https://www.1177.se/hitta-vard/kontaktkort/Psykiatriska-kliniken-i-Motala-Mjolby-Motala/","specialist"
"Gynekologiska mottagningen Motala, Kvinnokliniken US","Lasarettet, Motala","010-105 98 80","https://www.1177.se/hitta-vard/kontaktkort/Gynekologiska-mottagningen-Motala-Kvinnokliniken-US/","specialist"
"Avdelning 14 MAVA Stroke, Medicinska specialistkliniken","Lasarettet, A-huset, Plan 14, Motala","010-104 78 36","https://www.1177.se/hitta-vard/kontaktkort/Avdelning-14-MAVA-Stroke-Medicinska-specialistkliniken/","specialist"
"ForMotion Ortopedteknik Motala","Lasarettsgatan 37, 591 35 Motala","010-451 33 20","https://www.1177.se/hitta-vard/kontaktkort/ForMotion-Ortopedteknik-Motala/","specialist"
"Hjärt- och KOL-mottagningen Motala, Rehab väst","Lasarettet, ingång B, plan 7, väntrum Rehab Väst, Motala","010-105 99 15","https://www.1177.se/hitta-vard/kontaktkort/Hjart-och-KOL-mottagningen-Motala-Rehab-vast/","specialist"
"Akutpsykiatri mobila omvårdnadsteamet, Psykiatriska kliniken i Motala-Mjölby","Lasarettsgatan 37, Motala","010-104 70 42","https://www.1177.se/hitta-vard/kontaktkort/Akutpsykiatri-mobila-omvardnadsteamet-Psykiatriska-kliniken-i-Motala-Mjolby/","specialist"
"Avdelning 8 Psykiatri, Psykiatriska kliniken i Motala-Mjölby","Lasarettsgatan 37, Motala","010-104 82 48","https://www.1177.se/hitta-vard/kontaktkort/Avdelning-8-Psykiatri-Psykiatriska-kliniken-i-Motala-Mjolby/","specialist"
"Lipödemmottagningen Motala, Rehab väst","Lasarettet, ingång B, plan 7, väntrum Rehab Väst, Motala","010-105 99 21","https://www.1177.se/hitta-vard/kontaktkort/Lipodemmottagningen-Motala-Rehab-vast/","specialist"
"Logopedmottagningen Motala, Rehab väst","Lasarettet, ingång B, plan 7, väntrum Rehab Väst, Motala","010-105 99 13","https://www.1177.se/hitta-vard/kontaktkort/Logopedmottagningen-Motala-Rehab-vast/","specialist"
"Psykiatriska mottagningen team 3 Motala, Psykiatriska kliniken i Motala-Mjölby","Lasarettet, Hus B Plan 8, Motala","010-105 98 84","https://www.1177.se/hitta-vard/kontaktkort/Psykiatriska-mottagningen-team-3-Motala-Psykiatriska-kliniken-i-Motala-Mjolby/","specialist"
"Psykiatriska mottagningen äldre Motala, Psykiatriska kliniken i Motala-Mjölby","Lasarettet, Hus B, Plan 7, Motala","010-105 98 84","https://www.1177.se/hitta-vard/kontaktkort/Psykiatriska-mottagningen-aldre-Motala-Psykiatriska-kliniken-i-Motala-Mjolby/","specialist"
"Beroendemottagningen Motala, Psykiatriska kliniken i Motala-Mjölby","Lasarettet, Hus B, Plan 7, Motala","010-105 98 84","https://www.1177.se/hitta-vard/kontaktkort/Beroendemottagningen-Motala-Psykiatriska-kliniken-i-Motala-Mjolby/","specialist"
"Psykiatriska mottagningen team 4 Motala, Psykiatriska kliniken i Motala-Mjölby","Lasarettet, Hus B Plan 8, Motala","010-105 98 84","https://www.1177.se/hitta-vard/kontaktkort/Psykiatriska-mottagningen-team-4-Motala-Psykiatriska-kliniken-i-Motala-Mjolby/","specialist"
"Rehab väst","Lasarettet, ingång B, plan 7, Motala","010-103 00 00","https://www.1177.se/hitta-vard/kontaktkort/Rehab-Vast/","specialist"
"Habiliteringen Motala, Habiliteringen","Lasarettet, Ingång B, Plan 9, Motala","010-105 94 15","https://www.1177.se/hitta-vard/kontaktkort/Habiliteringen-Motala-Habiliteringen/","specialist"
"Rehabmottagningen Motala, Rehab väst","Lasarettet, ingång B, plan 7, väntrum Rehab Väst, Motala","010-105 99 15","https://www.1177.se/hitta-vard/kontaktkort/Rehabmottagningen-Motala-Rehab-vast/","specialist"
"Lymfödemmottagningen Motala, Rehab väst","Lasarettet, ingång B, plan 7 Väntrum Rehab Väst, Motala","010-105 99 21","https://www.1177.se/hitta-vard/kontaktkort/Lymfodemmottagningen-Motala-Rehab-vast/","specialist"
"Neurorehabmottagningen Motala, Rehab väst","Lasarettet, ingång B, plan 7, väntrum Rehab Väst, Motala","010-105 99 14","https://www.1177.se/hitta-vard/kontaktkort/Neurorehabmottagningen-Motala-Rehab-vast/","specialist"
"Kuratorsmottagningen, Rehab väst","Lasarettet, ingång B, plan 7, väntrum Rehab Väst, Motala","010-105 99 19","https://www.1177.se/hitta-vard/kontaktkort/Kuratorsmottagningen-Rehab-vast/","specialist"
"Hörselvården LiM, Öron- näs- och halskliniken","Lasarettet, Motala","010-105 99 60","https://www.1177.se/hitta-vard/kontaktkort/Horselvarden-LiM-Oron-nas-och-halskliniken/","specialist"
"Fysioterapimottagningen Motala, Rehab väst","Lasarettet, ingång B, plan 7, väntrum Rehab Väst, Motala","010-105 99 15","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-Motala-Rehab-vast/","specialist"
"MiniMaria Motala, Psykiatriska kliniken i Motala-Mjölby","Bispmotalagatan 9, Motala","010-104 69 22","https://www.1177.se/hitta-vard/kontaktkort/MiniMaria-Motala-Psykiatriska-kliniken-i-Motala-Mjolby/","specialist"
"Psykiatriska mottagningen Gällivare sjukhus","Gällivare sjukhus, Psykiatriska mottagningen, Källgatan 14","0970-193 96","https://www.1177.se/hitta-vard/kontaktkort/Psykiatriska-mottagningen-Gallivare-sjukhus/","specialist"
"Vuxenhabilitering Gällivare, Gällivare","Gällivare sjukhus, Källgatan 14","0970-190 00","https://www.1177.se/hitta-vard/kontaktkort/Vuxenhabilitering-Gallivare-Gallivare/","specialist"
"Avd psykiatrisk vård Gällivare sjukhus","Psykiatrisk vårdavdelning, Gällivare sjukhus, Källgatan 14","0970-193 88","https://www.1177.se/hitta-vard/kontaktkort/Avd-psykiatrisk-vard-Gallivare-sjukhus/","specialist"
"Strokemottagningen Gällivare sjukhus","Gällivare sjukhus, Källgatan 14, 982 82  Gällivare","0970-190 00","https://www.1177.se/hitta-vard/kontaktkort/Strokemottagningen-Gallivare-sjukhus/","specialist"
"Psykiatrin Gällivare sjukhus","Gällivare sjukhus, Källgatan 14","0970-193 96","https://www.1177.se/hitta-vard/kontaktkort/Psykiatrin-Gallivare-sjukhus/","specialist"
"Avd 1 Barnmedicin och habilitering Gällivare sjukhus","Källgatan 14, Gällivare","0970-192 76","https://www.1177.se/hitta-vard/kontaktkort/Avd-1-Barnmedicin-och-habilitering-Gallivare-sjukhus/","specialist"
"Avd G7 Kirurgi urologi ortopedi Gällivare sjukhus","Gällivare sjukhus, Källgatan 14, 982 82  Gällivare","0970-196 86","https://www.1177.se/hitta-vard/kontaktkort/Avd-G7-Kirurgi-urologi-ortopedi-Gallivare-sjukhus/","specialist"
"Palliativa rådgivningsteamet Gällivare sjukhus","Gällivare sjukhus, Palliativt rådgivningsteam, Källgatan 14, 982 82  Gällivare","0970-191 58","https://www.1177.se/hitta-vard/kontaktkort/Palliativa-radgivningsteamet-Gallivare-sjukhus/","specialist"
