name,address,phone,url,category
"Barnavårdscentralen Vårdcentralen Linden Katrineholm, Katrineholm","Kullbergska sjukhuset, Djulögatan 72","0150-722 75","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Linden-Katrineholm-Katrineholm/","vardcentral"
"Distriktssköterskemottagningen Vårdcentralen Linden Katrineholm, Katrineholm","Kullbergska sjukhuset","0150-722 00","https://www.1177.se/hitta-vard/kontaktkort/Distriktsskoterskemottagningen-Vardcentralen-Linden-Katrineholm-Katrineholm/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Linden Katrineholm, Katrineholm","Kullbergska sjukhuset, Djulögatan 75","0150-722 00","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Linden-Katrineholm-Katrineholm/","vardcentral"
"Kuratorsteamet Vårdcentralen Linden Katrineholm, Katrineholm","Kullbergska sjukhuset","0150-722 00","https://www.1177.se/hitta-vard/kontaktkort/Kuratorsteamet-Vardcentralen-Linden-Katrineholm-Katrineholm/","vardcentral"
"Vårdcentralen Linden Katrineholm, Katrineholm","Kullbergska sjukhuset, Djulögatan 74","0150-722 00","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Linden-Katrineholm-Katrineholm/","vardcentral"
"Distriktsläkarmottagningen Vårdcentralen Linden Katrineholm, Katrineholm","Kullbergska sjukhuset","0150-722 00","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardcentralen-Linden-Katrineholm-Katrineholm/","vardcentral"
"Arbetsterapiteamet Vårdcentralen Linden Katrineholm, Katrineholm","Kullbergska sjukhuset","0150-722 00","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapiteamet-Vardcentralen-Linden-Katrineholm-Katrineholm/","vardcentral"
"Vårdcentralen Skåre Karlstad","Centrumvägen 8, Karlstad","010-831 75 75","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Skare-Karlstad/","vardcentral"
"Provtagning vårdcentralen Skåre Karlstad","Centrumvägen 8, Skåre","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Skare-Karlstad/","vardcentral"
"Arbetsterapiteamet Vårdcentralen Nävertorp Katrineholm, Katrineholm","Västgötagatan 16, plan 2","0150-48 86 00","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapiteamet-Vardcentralen-Navertorp-Katrineholm-Katrineholm/","vardcentral"
"Rehabiliteringsmottagningen Vårdcentralen Nävertorp Katrineholm, Region Sörmland","Västgötagatan 16, plan 2","0150-48 86 00","https://www.1177.se/hitta-vard/kontaktkort/Rehabiliteringsmottagningen-Vardcentralen-Navertorp-Katrineholm-Region-Sormland/","vardcentral"
"Distriktsläkarmottagningen Vårdcentralen Nävertorp Katrineholm, Katrineholm","Västgötagatan 16, plan 2","0150-48 86 00","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardcentralen-Navertorp-Katrineholm-Katrineholm/","vardcentral"
"Vårdcentralen Nävertorp Katrineholm, Katrineholm","Västgötagatan 16, plan 2","0150-48 86 00","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Navertorp-Katrineholm-Katrineholm/","vardcentral"
"Psykologiteamet Vårdcentralen Nävertorp Katrineholm, Katrineholm","Västgötagatan 16, plan 2","0150-48 86 00","https://www.1177.se/hitta-vard/kontaktkort/Psykologiteamet-Vardcentralen-Navertorp-Katrineholm-Katrineholm/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Nävertorp Katrineholm, Katrineholm","Västgötagatan 16, plan 2","0150-48 86 00","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Navertorp-Katrineholm-Katrineholm/","vardcentral"
"Barnmorskemottagningen vårdcentralen Rud Karlstad","Rudstorget 5, Karlstad","010-831 72 37","https://www.1177.se/hitta-vard/kontaktkort/Barnmorskemottagningen-vardcentralen-Rud-Karlstad/","vardcentral"
"Vårdcentralen Rud Karlstad","Rudstorget 5, 654 66 Karlstad","010-831 72 45","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Rud-Karlstad/","vardcentral"
"Barnavårdscentralen vårdcentralen Rud Karlstad","Rudstorget 5, 654 66 Karlstad","010-831 72 39","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Rud-Karlstad/","vardcentral"
"Provtagning vårdcentralen Rud Karlstad","Rudstorget, Karlstad","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Rud-Karlstad/","vardcentral"
"Provtagning vårdcentralen Verkstaden Arvika","Fabriksgatan 5-7, Arvika","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Verkstaden-Arvika/","vardcentral"
"Barnavårdscentralen vårdcentralen Verkstaden Arvika","Fabriksgatan 5, Arvika","010-831 26 44","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Verkstaden-Arvika/","vardcentral"
"Barnmorskemottagningen vårdcentralen Verkstaden Arvika","Fabriksgatan 5, Arvika","010-831 27 15","https://www.1177.se/hitta-vard/kontaktkort/Barnmorskemottagningen-vardcentralen-Verkstaden-Arvika/","vardcentral"
"Vårdcentralen Verkstaden Arvika","Fabriksgatan 5, Arvika","010-831 26 00","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Verkstaden-Arvika/","vardcentral"
"Jösse vårdcentral Arvika","Kyrkogatan 14 A, Arvika","0570-72 77 60","https://www.1177.se/hitta-vard/kontaktkort/Josse-vardcentral-Arvika/","vardcentral"
"Fysioterapimottagningen Jösse vårdcentral Arvika","Kyrkogatan 12, 671 32 Arvika","0570-72 77 60","https://www.1177.se/hitta-vard/kontaktkort/Fysioterapimottagningen-Josse-vardcentral-Arvika/","vardcentral"
"Vårdcentralen Åttkanten, Karlstad","Åttkantsgatan 9, Karlstad","010-831 48 15","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Attkanten-Karlstad/","vardcentral"
"Provtagning vårdcentralen Åttkanten Karlstad","Åttkantsgatan 9, Karlstad","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Attkanten-Karlstad/","vardcentral"
"Provtagning vårdcentralen Kasernhöjden Karlstad","Infanterigatan 35, Karlstad","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Kasernhojden-Karlstad/","vardcentral"
"Vårdcentralen Kasernhöjden, Karlstad","Infanterigatan 35, Karlstad","010-128 51 00","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Kasernhojden-Karlstad/","vardcentral"
"Dietistmottagning primärvård Karlstad","Vårdcentralen Gripen, Västra Torggatan 24, 652 24 Karlstad","010-831 67 55","https://www.1177.se/hitta-vard/kontaktkort/Dietistmottagning-primarvard-Karlstad/","vardcentral"
"Provtagning vårdcentralen Gripen Karlstad","Västra Torggatan 24, Karlstad","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Gripen-Karlstad/","vardcentral"
"Vårdcentralen Gripen Karlstad","Västra Torggatan 24, Karlstad","010-831 66 30","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Gripen-Karlstad/","vardcentral"
"Dietistmottagning primärvård Arvika","Vårdcentralen Verkstaden, Fabriksgatan 5, 671 32 Arvika","010-831 67 55","https://www.1177.se/hitta-vard/kontaktkort/Dietistmottagning-primarvard-Arvika/","vardcentral"
"Dietistmottagning primärvård Kristinehamn","Vårdcentralen Kristinehamn Nybble, Solrosbacken 1, 681 50 Kristinehamn","010-831 67 55","https://www.1177.se/hitta-vard/kontaktkort/Dietistmottagning-primarvard-Kristinehamn/","vardcentral"
"Provtagning vårdcentralen Västerstrand Karlstad","Petersbergsgatan 27, Karlstad","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Vasterstrand-Karlstad/","vardcentral"
"Vårdcentralen Västerstrand Karlstad","Petersbergsgatan 27, Karlstad","010-831 87 10","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Vasterstrand-Karlstad/","vardcentral"
"Äldrevårdcentral Karlstad","Rosenbadsgatan 2, Karlstad","054-540 56 57","https://www.1177.se/hitta-vard/kontaktkort/Aldrevardcentral-Karlstad/","vardcentral"
"Capio vårdcentral Hallsberg, Hallsberg","Långängsvägen 11, Hallsberg","0582-880 11","https://www.1177.se/hitta-vard/kontaktkort/Capio-vardcentral-Hallsberg-Hallsberg/","vardcentral"
"Vårdcentralen Tullholmen Karlstad","Lagergrens gata 8B, Karlstad","010-831 70 10","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Tullholmen-Karlstad/","vardcentral"
"Provtagning vårdcentralen Tullholmen Karlstad","Lagergrens gata 8B, 65214 Karlstad","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Tullholmen-Karlstad/","vardcentral"
"Meliva Vårdcentral Nynäshamn","Telivägen 8, NYNÄSHAMN","08-520 607 00","https://www.1177.se/hitta-vard/kontaktkort/Meliva-Vardcentral-Nynashamn/","vardcentral"
"Rehabiliteringsmottagningen Vårdcentralen Trosa, Region Sörmland","Tomtaklintgatan 2","0156-535 00","https://www.1177.se/hitta-vard/kontaktkort/Rehabiliteringsmottagningen-Vardcentralen-Trosa-Region-Sormland/","vardcentral"
"Enheten för SSIH och Mobil äldreakut Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2 Trosa","072-142 19 46","https://www.1177.se/hitta-vard/kontaktkort/Enheten-for-SSIH-och-Mobil-aldreakut-Vardcentralen-Trosa-Trosa/","vardcentral"
"Distriktsläkarmottagningen Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2","0156-535 01","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardcentralen-Trosa-Trosa/","vardcentral"
"Arbetsterapiteamet Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2","0156-535 01","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapiteamet-Vardcentralen-Trosa-Trosa/","vardcentral"
"Distriktssköterskemottagningen Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2","0156-535 01","https://www.1177.se/hitta-vard/kontaktkort/Distriktsskoterskemottagningen-Vardcentralen-Trosa-Trosa/","vardcentral"
"Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2","0156-535 01","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Trosa-Trosa/","vardcentral"
"Psykologiteamet Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2","0156-535 01","https://www.1177.se/hitta-vard/kontaktkort/Psykologiteamet-Vardcentralen-Trosa-Trosa/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2","0156-535 01","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Trosa-Trosa/","vardcentral"
"Kuratorsteamet Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2","0156-535 01","https://www.1177.se/hitta-vard/kontaktkort/Kuratorsteamet-Vardcentralen-Trosa-Trosa/","vardcentral"
"Barnavårdscentralen Vårdcentralen Trosa, Trosa","Tomtaklintgatan 2","0156-535 29","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Trosa-Trosa/","vardcentral"
"Min Doktor Vaccin Nynäshamn C","Centralgatan 16, NYNÄSHAMN","076-012 14 40","https://www.1177.se/hitta-vard/kontaktkort/Min-Doktor-Vaccin-Nynashamn-C/","vardcentral"
"Capio Rehab Nynäshamn PVR, Capio Hälso och Sjukvård AB","Idunvägen 1, 14931, NYNÄSHAMN","08-120 664 70","https://www.1177.se/hitta-vard/kontaktkort/Capio-Rehab-Nynashamn-PVR-Capio-Halso-och-Sjukvard-AB/","vardcentral"
"Capio Barnavårdscentral Nynäshamn, Nynäshamn","Idunvägen 1, 14931, NYNÄSHAMN","08-120 664 40","https://www.1177.se/hitta-vard/kontaktkort/Capio-Barnavardscentral-Nynashamn-Nynashamn/","vardcentral"
"Capio Barnmorskemottagning Nynäshamn, Nynäshamn","Idunvägen 1, 14931, NYNÄSHAMN","08-120 664 50","https://www.1177.se/hitta-vard/kontaktkort/Capio-Barnmorskemottagning-Nynashamn-Nynashamn/","vardcentral"
"Geriatriska vårdavdelningen, Capio Geriatrik Nynäshamn","Idunvägen 1, Nynäshamns sjukhus, Nynäshamn","08-120 665 10","https://www.1177.se/hitta-vard/kontaktkort/Geriatriska-vardavdelningen-Capio-Geriatrik-Nynashamn/","vardcentral"
"Capio Vårdcentral Nynäshamn, Nynäshamn","Idunvägen 1, 149 31, NYNÄSHAMN","08-120 664 00","https://www.1177.se/hitta-vard/kontaktkort/Capio-Vardcentral-Nynashamn-Nynashamn/","vardcentral"
"Capio Geriatrik Nynäshamn","Idunvägen 1, NYNÄSHAMN","08-120 665 50","https://www.1177.se/hitta-vard/kontaktkort/Capio-Geriatrik-Nynashamn/","vardcentral"
"Capio Samtalsmottagningen Vålberg","Samtalsmottagningen Vålberg, Brattgårdsgatan 36, 664 52 Vålberg","054-770 88 20","https://www.1177.se/hitta-vard/kontaktkort/Capio-Samtalsmottagningen-Valberg/","vardcentral"
"Capio Vårdcentral Vålberg","Brattgårdsgatan 36  Vålberg","054-770 88 20","https://www.1177.se/hitta-vard/kontaktkort/Capio-Vardcentral-Valberg/","vardcentral"
"Vårdcentralen Skoghall","Åråsvägen 1, Skoghall","010-831 84 00","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Skoghall/","vardcentral"
"Provtagning vårdcentralen Skoghall","Åråsvägen 1, Skoghall","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Skoghall/","vardcentral"
"Vårdcentralen Grums","Gamla vägen 89, Grums","010-834 32 00","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Grums/","vardcentral"
"Provtagning vårdcentralen Grums","Gamla vägen 89, Grums","010-839 15 30","https://www.1177.se/hitta-vard/kontaktkort/Provtagning-vardcentralen-Grums/","vardcentral"
"Capio Fysioterapi Vålberg, Grums","Sveagatan 55, Grums","0555-78 41 55","https://www.1177.se/hitta-vard/kontaktkort/Capio-Fysioterapi-Valberg-Grums/","vardcentral"
"Mottagningen Rejmyre, Vårdcentralen Finspång","Tvartorpsvägen 2, Rejmyre","010-105 93 07","https://www.1177.se/hitta-vard/kontaktkort/Mottagningen-Rejmyre-Vardcentralen-Finspang/","vardcentral"
"Barnmorskemottagningen Laxå vårdcentral","Gamla Tivägen, Laxå","0584-882 00","https://www.1177.se/hitta-vard/kontaktkort/Barnmorskemottagningen-Laxa-vardcentral/","vardcentral"
"Barnavårdscentralen BVC Laxå vårdcentral","Gamla Tivägen, Laxå","0584-882 00","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Laxa-vardcentral/","vardcentral"
"Laxå vårdcentral","Gamla Tivägen, Laxå","0584-882 00","https://www.1177.se/hitta-vard/kontaktkort/Laxa-vardcentral/","vardcentral"
"Barnavårdscentralen Vårdcentralen Ekensberg Nyköping, Nyköping","Hälsovägen 1","0155-24 55 40","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Ekensberg-Nykoping-Nykoping/","vardcentral"
"Distriktsläkarmottagningen Vårdcentralen Ekensberg Nyköping, Nyköping","Hälsovägen 1","0155-24 55 40","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardcentralen-Ekensberg-Nykoping-Nykoping/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Ekensberg Nyköping, Nyköping","Hälsovägen 1","0155-24 55 40","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Ekensberg-Nykoping-Nykoping/","vardcentral"
"Distriktssköterskemottagningen Vårdcentralen Ekensberg Nyköping, Nyköping","Hälsovägen 1","0155-24 55 40","https://www.1177.se/hitta-vard/kontaktkort/Distriktsskoterskemottagningen-Vardcentralen-Ekensberg-Nykoping-Nykoping/","vardcentral"
"Vårdcentralen Ekensberg Nyköping, Nyköping","Hälsovägen 1","0155-24 55 40","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Ekensberg-Nykoping-Nykoping/","vardcentral"
"Psykologiteamet Vårdcentralen Åsidan Nyköping, Nyköping","Visornas väg 4","0155-24 52 34","https://www.1177.se/hitta-vard/kontaktkort/Psykologiteamet-Vardcentralen-Asidan-Nykoping-Nykoping/","vardcentral"
"Distriktssköterskemottagningen Vårdcentralen Åsidan Nyköping, Nyköping","Nyköpings lasarett, Visornas väg 6","0155-24 52 11","https://www.1177.se/hitta-vard/kontaktkort/Distriktsskoterskemottagningen-Vardcentralen-Asidan-Nykoping-Nykoping/","vardcentral"
"Vårdcentralen Åsidan Nyköping, Nyköping","Nyköpings lasarett, Visornas väg 6","0155-24 52 11","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Asidan-Nykoping-Nykoping/","vardcentral"
"Primärvårdsjouren Vårdcentralen Åsidan Nyköping, Nyköping","Visornas väg 6","1177","https://www.1177.se/hitta-vard/kontaktkort/Primarvardsjouren-Vardcentralen-Asidan-Nykoping-Nykoping/","vardcentral"
"Distriktsläkarmottagningen Vårdcentralen Åsidan Nyköping, Nyköping","Nyköpings lasarett, Visornas väg 6","0155-24 52 11","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardcentralen-Asidan-Nykoping-Nykoping/","vardcentral"
"Kuratorsteamet Vårdcentralen Åsidan Nyköping, Nyköping","Nyköpings lasarett, Visornas väg 4","0155-24 52 34","https://www.1177.se/hitta-vard/kontaktkort/Kuratorsteamet-Vardcentralen-Asidan-Nykoping-Nykoping/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Åsidan Nyköping, Nyköping","Visornas väg 4, Nyköping","0155-24 52 34","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Asidan-Nykoping-Nykoping/","vardcentral"
"Arbetsterapiteamet Vårdcentralen Åsidan Nyköping, Nyköping","Nyköpings lasarett, Visornas väg 4","0155-24 52 34","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapiteamet-Vardcentralen-Asidan-Nykoping-Nykoping/","vardcentral"
"Dietistmottagningen primärvård södra, Nyköping","Paramedicin Nyköpings lasarett","010-492 58 25","https://www.1177.se/hitta-vard/kontaktkort/Dietistmottagningen-primarvard-sodra-Nykoping/","vardcentral"
"Vaccinationsteamet Vårdcentralen Min Doktor Vårdcentral Nyköping, Nyköping","Ängstugevägen 2-Vildgåsvägen 2, Nyköping","0155-46 08 80","https://www.1177.se/hitta-vard/kontaktkort/Vaccinationsteamet-Vardcentralen-Min-Doktor-Vardcentral-Nykoping-Nykoping/","vardcentral"
"Kuratorsteamet Vårdcentralen Min Doktor Vårdcentral Nyköping, Nyköping","Ängstugevägen 2, Nyköping","0155-46 08 80","https://www.1177.se/hitta-vard/kontaktkort/Kuratorsteamet-Vardcentralen-Min-Doktor-Vardcentral-Nykoping-Nykoping/","vardcentral"
"Barnavårdscentralen Vårdcentralen Min Doktor Vårdcentr Nyköping, Nyköping","Ängstugevägen 2, Nyköping","0155-46 08 80","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Min-Doktor-Vardcentr-Nykoping-Nykoping/","vardcentral"
"Distriktsläkarmottagningen Vårdc Min Doktor VC Nyköping, Nyköping","Ängstugevägen 2, Nyköping","0155-46 08 80","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardc-Min-Doktor-VC-Nykoping-Nykoping/","vardcentral"
"Distriktssköterskemottagningen Vårdc Min Doktor VC Nyköping, Vårdcentralen Min Doktor Vårdcentral Nyköping","Ängstugevägen 2, Nyköping","0155-46 08 80","https://www.1177.se/hitta-vard/kontaktkort/Distriktsskoterskemottagningen-Vardc-Min-Doktor-VC-Nykoping-Vardcentralen-Min-Doktor-Vardcentral-Nykoping/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Min Doktor Vårdcentr Nyköping, Nyköping","Ängstugevägen 2, Nyköping","0155-46 08 80","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Min-Doktor-Vardcentr-Nykoping-Nykoping/","vardcentral"
"Vårdcentralen Min Doktor Vårdcentral Nyköping, Nyköping","Vildgåsvägen 2A","0155-46 08 80","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Min-Doktor-Vardcentral-Nykoping-Nykoping/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Bagaregatan Nyköping, Nyköping","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Bagaregatan-Nykoping-Nykoping/","vardcentral"
"Rehabiliteringsmottagningen Vårdcentralen Bagaregatan Nyköping, Region Sörmland","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Rehabiliteringsmottagningen-Vardcentralen-Bagaregatan-Nykoping-Region-Sormland/","vardcentral"
"Vårdcentralen Bagaregatan Nyköping, Nyköping","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Bagaregatan-Nykoping-Nykoping/","vardcentral"
"Psykologiteamet Vårdcentralen Bagaregatan Nyköping, Nyköping","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Psykologiteamet-Vardcentralen-Bagaregatan-Nykoping-Nykoping/","vardcentral"
"Distriktssköterskemottagningen Vårdcentralen Bagareg Nyköping, Nyköping","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Distriktsskoterskemottagningen-Vardcentralen-Bagareg-Nykoping-Nykoping/","vardcentral"
"Barnavårdscentralen Vårdcentralen Bagaregatan Nyköping, Region Sörmland","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Bagaregatan-Nykoping-Region-Sormland/","vardcentral"
"Kuratorsteamet Vårdcentralen Bagaregatan Nyköping, Nyköping","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Kuratorsteamet-Vardcentralen-Bagaregatan-Nykoping-Nykoping/","vardcentral"
"Distriktsläkarmottagningen Vårdcentralen Bagaregatan Nyköping, Nyköping","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardcentralen-Bagaregatan-Nykoping-Nykoping/","vardcentral"
"Samtalsteamet Vårdcentralen Bagaregatan Nyköping, Nyköping","Bagaregatan 3 D","0155-24 56 70","https://www.1177.se/hitta-vard/kontaktkort/Samtalsteamet-Vardcentralen-Bagaregatan-Nykoping-Nykoping/","vardcentral"
"Vårdcentralen KRY Nyköping, Nyköping","Östra Längdgatan 8","0155-60 63 30","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-KRY-Nykoping-Nykoping/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Stadsfjärden Nyköping, Nyköping","Gästabudsvägen 6","010-704 40 02","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Stadsfjarden-Nykoping-Nykoping/","vardcentral"
"Vårdcentralen Stadsfjärden Nyköping, Nyköping","Gästabudsvägen 6.","010-704 40 00","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Stadsfjarden-Nykoping-Nykoping/","vardcentral"
"Barnavårdscentralen Vårdcentralen Stadsfjärden Nyköping, Nyköping","Gästabudsvägen 6","010-704 39 00","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Stadsfjarden-Nykoping-Nykoping/","vardcentral"
"Distriktsläkarmottagningen Vårdcentralen Stadsfjärden Nyköping, Nyköping","Gästabudsvägen 6","010-704 40 00","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardcentralen-Stadsfjarden-Nykoping-Nykoping/","vardcentral"
"Arbetsterapiteamet Vårdcentralen Stadsfjärden Nyköping, Nyköping","Gästabudsvägen 6","010-704 40 01","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapiteamet-Vardcentralen-Stadsfjarden-Nykoping-Nykoping/","vardcentral"
"Psykologiteamet Vårdcentralen Stadsfjärden Nyköping, Nyköping","Gästabudsvägen 6","010-704 40 00","https://www.1177.se/hitta-vard/kontaktkort/Psykologiteamet-Vardcentralen-Stadsfjarden-Nykoping-Nykoping/","vardcentral"
"Kuratorsteamet Vårdcentralen Stadsfjärden Nyköping, Nyköping","Gästabudsvägen 6","010-704 40 00","https://www.1177.se/hitta-vard/kontaktkort/Kuratorsteamet-Vardcentralen-Stadsfjarden-Nykoping-Nykoping/","vardcentral"
"Barnmorskemottagningen Askersunds vårdcentral","Bertil Boos väg 9, Askersund","0583-857 10","https://www.1177.se/hitta-vard/kontaktkort/Barnmorskemottagningen-Askersunds-vardcentral/","vardcentral"
"Askersunds vårdcentral","Bertil Boos väg 11, Askersund","0583-857 10","https://www.1177.se/hitta-vard/kontaktkort/Askersunds-vardcentral/","vardcentral"
"Barnavårdscentralen BVC Askersunds vårdcentral","Bertil Boos väg 9, Askersund","0583-857 10","https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Askersunds-vardcentral/","vardcentral"
"Haparanda hälsocentral","Lasarettsgatan 34, 953 31 Haparanda","0922-252 25","https://www.1177.se/hitta-vard/kontaktkort/Haparanda-halsocentral/","vardcentral"
"Doktor24 Gullspång, Gullspång","Amnehärads församlingshem 1, 547 92, Gullspång","10412300","https://www.1177.se/hitta-vard/kontaktkort/Doktor24-Gullspang-Gullspang/","vardcentral"
"Diabetesteamet Vårdcentralen Oxelösund, Oxelösund","Biblioteksgatan 2","0155-24 70 01","https://www.1177.se/hitta-vard/kontaktkort/Diabetesteamet-Vardcentralen-Oxelosund-Oxelosund/","vardcentral"
"Psykologiteamet Vårdcentralen Oxelösund, Oxelösund","Biblioteksgatan 2","0155-24 70 01","https://www.1177.se/hitta-vard/kontaktkort/Psykologiteamet-Vardcentralen-Oxelosund-Oxelosund/","vardcentral"
"Distriktsläkarmottagningen Vårdcentralen Oxelösund, Oxelösund","Biblioteksgatan 2","0155-24 70 01","https://www.1177.se/hitta-vard/kontaktkort/Distriktslakarmottagningen-Vardcentralen-Oxelosund-Oxelosund/","vardcentral"
"Kuratorsteamet Vårdcentralen Oxelösund, Oxelösund","Biblioteksgatan 2","0155-24 70 01","https://www.1177.se/hitta-vard/kontaktkort/Kuratorsteamet-Vardcentralen-Oxelosund-Oxelosund/","vardcentral"
"Sjukgymnastikteamet Vårdcentralen Oxelösund, Oxelösund","Biblioteksgatan 2","0155-24 70 01","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastikteamet-Vardcentralen-Oxelosund-Oxelosund/","vardcentral"
"Vårdcentralen Oxelösund, Oxelösund","Biblioteksgatan 2","0155-24 70 01","https://www.1177.se/hitta-vard/kontaktkort/Vardcentralen-Oxelosund-Oxelosund/","vardcentral"
"Arbetsterapiteamet Vårdcentralen Oxelösund, Oxelösund","Biblioteksgatan 2","0155-24 70 01","https://www.1177.se/hitta-vard/kontaktkort/Arbetsterapiteamet-Vardcentralen-Oxelosund-Oxelosund/","vardcentral"
"Distriktssköterskemottagningen Vårdcentralen Oxelösund, Oxelösund","Biblioteksgatan 2","0155-24 70 01","https://www.1177.se/hitta-vard/kontaktkort/Distriktsskoterskemottagningen-Vardcentralen-Oxelosund-Oxelosund/","vardcentral"
